1-Wire/iButton Part Number: DS1922L
1-Wire/iButton Registration Number: 7F0000006EA21541
Mission in Progress?  true
SUTA Mission?  false
Waiting for Temperature Alarm?  false
Sample Rate:  Every 5 second(s)
Mission Start Time:  Fri Mar 18 08:00:01 AEDT 2022
Mission Sample Count:  2404
Roll Over Enabled?  true(no rollover occurred)
First Sample Timestamp:  Fri Mar 18 08:00:01 AEDT 2022
Total Mission Samples:  2404
Total Device Samples:  59999
Temperature Logging:  0.0625 C
Temperature High Alarm:  disabled
Temperature Low Alarm:  disabled
Data Logging:  disabled
Data High Alarm:  disabled
Data Low Alarm:  disabled

Date/Time,Unit,Value
18/3/22, 8:33:16 am,C,34.296
18/3/22, 8:33:21 am,C,34.296
18/3/22, 8:33:26 am,C,34.296
18/3/22, 8:33:31 am,C,34.296
18/3/22, 8:33:36 am,C,34.296
18/3/22, 8:33:41 am,C,34.296
18/3/22, 8:33:46 am,C,34.296
18/3/22, 8:33:51 am,C,34.359
18/3/22, 8:33:56 am,C,34.421
18/3/22, 8:34:01 am,C,34.483
18/3/22, 8:34:06 am,C,34.546
18/3/22, 8:34:11 am,C,34.608
18/3/22, 8:34:16 am,C,34.733
18/3/22, 8:34:21 am,C,34.796
18/3/22, 8:34:26 am,C,34.858
18/3/22, 8:34:31 am,C,34.92
18/3/22, 8:34:36 am,C,35.045
18/3/22, 8:34:41 am,C,35.108
18/3/22, 8:34:46 am,C,35.17
18/3/22, 8:34:51 am,C,35.232
18/3/22, 8:34:56 am,C,35.295
18/3/22, 8:35:01 am,C,35.357
18/3/22, 8:35:06 am,C,35.42
18/3/22, 8:35:11 am,C,35.482
18/3/22, 8:35:16 am,C,35.544
18/3/22, 8:35:21 am,C,35.544
18/3/22, 8:35:26 am,C,35.607
18/3/22, 8:35:31 am,C,35.669
18/3/22, 8:35:36 am,C,35.669
18/3/22, 8:35:41 am,C,35.732
18/3/22, 8:35:46 am,C,35.794
18/3/22, 8:35:51 am,C,35.794
18/3/22, 8:35:56 am,C,35.856
18/3/22, 8:36:01 am,C,35.856
18/3/22, 8:36:06 am,C,35.919
18/3/22, 8:36:11 am,C,35.919
18/3/22, 8:36:16 am,C,35.981
18/3/22, 8:36:21 am,C,35.981
18/3/22, 8:36:26 am,C,36.044
18/3/22, 8:36:31 am,C,36.044
18/3/22, 8:36:36 am,C,36.106
18/3/22, 8:36:41 am,C,36.106
18/3/22, 8:36:46 am,C,36.168
18/3/22, 8:36:51 am,C,36.168
18/3/22, 8:36:56 am,C,36.168
18/3/22, 8:37:01 am,C,36.231
18/3/22, 8:37:06 am,C,36.231
18/3/22, 8:37:11 am,C,36.231
18/3/22, 8:37:16 am,C,36.293
18/3/22, 8:37:21 am,C,36.293
18/3/22, 8:37:26 am,C,36.293
18/3/22, 8:37:31 am,C,36.356
18/3/22, 8:37:36 am,C,36.356
18/3/22, 8:37:41 am,C,36.356
18/3/22, 8:37:46 am,C,36.418
18/3/22, 8:37:51 am,C,36.418
18/3/22, 8:37:56 am,C,36.418
18/3/22, 8:38:01 am,C,36.418
18/3/22, 8:38:06 am,C,36.48
18/3/22, 8:38:11 am,C,36.48
18/3/22, 8:38:16 am,C,36.48
18/3/22, 8:38:21 am,C,36.48
18/3/22, 8:38:26 am,C,36.543
18/3/22, 8:38:31 am,C,36.543
18/3/22, 8:38:36 am,C,36.543
18/3/22, 8:38:41 am,C,36.543
18/3/22, 8:38:46 am,C,36.543
18/3/22, 8:38:51 am,C,36.605
18/3/22, 8:38:56 am,C,36.605
18/3/22, 8:39:01 am,C,36.605
18/3/22, 8:39:06 am,C,36.605
18/3/22, 8:39:11 am,C,36.605
18/3/22, 8:39:16 am,C,36.605
18/3/22, 8:39:21 am,C,36.605
18/3/22, 8:39:26 am,C,36.605
18/3/22, 8:39:31 am,C,36.605
18/3/22, 8:39:36 am,C,36.605
18/3/22, 8:39:41 am,C,36.605
18/3/22, 8:39:46 am,C,36.605
18/3/22, 8:39:51 am,C,36.605
18/3/22, 8:39:56 am,C,36.605
18/3/22, 8:40:01 am,C,36.605
18/3/22, 8:40:06 am,C,36.605
18/3/22, 8:40:11 am,C,36.605
18/3/22, 8:40:16 am,C,36.605
18/3/22, 8:40:21 am,C,36.605
18/3/22, 8:40:26 am,C,36.605
18/3/22, 8:40:31 am,C,36.605
18/3/22, 8:40:36 am,C,36.605
18/3/22, 8:40:41 am,C,36.605
18/3/22, 8:40:46 am,C,36.605
18/3/22, 8:40:51 am,C,36.605
18/3/22, 8:40:56 am,C,36.605
18/3/22, 8:41:01 am,C,36.605
18/3/22, 8:41:06 am,C,36.605
18/3/22, 8:41:11 am,C,36.605
18/3/22, 8:41:16 am,C,36.605
18/3/22, 8:41:21 am,C,36.605
18/3/22, 8:41:26 am,C,36.605
18/3/22, 8:41:31 am,C,36.605
18/3/22, 8:41:36 am,C,36.605
18/3/22, 8:41:41 am,C,36.605
18/3/22, 8:41:46 am,C,36.605
18/3/22, 8:41:51 am,C,36.605
18/3/22, 8:41:56 am,C,36.605
18/3/22, 8:42:01 am,C,36.605
18/3/22, 8:42:06 am,C,36.605
18/3/22, 8:42:11 am,C,36.605
18/3/22, 8:42:16 am,C,36.605
18/3/22, 8:42:21 am,C,36.605
18/3/22, 8:42:26 am,C,36.605
18/3/22, 8:42:31 am,C,36.605
18/3/22, 8:42:36 am,C,36.605
18/3/22, 8:42:41 am,C,36.605
18/3/22, 8:42:46 am,C,36.605
18/3/22, 8:42:51 am,C,36.605
18/3/22, 8:42:56 am,C,36.605
18/3/22, 8:43:01 am,C,36.668
18/3/22, 8:43:06 am,C,36.668
18/3/22, 8:43:11 am,C,36.605
18/3/22, 8:43:16 am,C,36.668
18/3/22, 8:43:21 am,C,36.605
18/3/22, 8:43:26 am,C,36.605
18/3/22, 8:43:31 am,C,36.605
18/3/22, 8:43:36 am,C,36.605
18/3/22, 8:43:41 am,C,36.605
18/3/22, 8:43:46 am,C,36.668
18/3/22, 8:43:51 am,C,36.668
18/3/22, 8:43:56 am,C,36.668
18/3/22, 8:44:01 am,C,36.668
18/3/22, 8:44:06 am,C,36.668
18/3/22, 8:44:11 am,C,36.605
18/3/22, 8:44:16 am,C,36.668
18/3/22, 8:44:21 am,C,36.668
18/3/22, 8:44:26 am,C,36.668
18/3/22, 8:44:31 am,C,36.668
18/3/22, 8:44:36 am,C,36.668
18/3/22, 8:44:41 am,C,36.605
18/3/22, 8:44:46 am,C,36.605
18/3/22, 8:44:51 am,C,36.605
18/3/22, 8:44:56 am,C,36.605
18/3/22, 8:45:01 am,C,36.605
18/3/22, 8:45:06 am,C,36.605
18/3/22, 8:45:11 am,C,36.605
18/3/22, 8:45:16 am,C,36.605
18/3/22, 8:45:21 am,C,36.605
18/3/22, 8:45:26 am,C,36.605
18/3/22, 8:45:31 am,C,36.605
18/3/22, 8:45:36 am,C,36.605
18/3/22, 8:45:41 am,C,36.605
18/3/22, 8:45:46 am,C,36.543
18/3/22, 8:45:51 am,C,36.543
18/3/22, 8:45:56 am,C,36.543
18/3/22, 8:46:01 am,C,36.543
18/3/22, 8:46:06 am,C,36.543
18/3/22, 8:46:11 am,C,36.543
18/3/22, 8:46:16 am,C,36.543
18/3/22, 8:46:21 am,C,36.543
18/3/22, 8:46:26 am,C,36.543
18/3/22, 8:46:31 am,C,36.543
18/3/22, 8:46:36 am,C,36.543
18/3/22, 8:46:41 am,C,36.543
18/3/22, 8:46:46 am,C,36.543
18/3/22, 8:46:51 am,C,36.543
18/3/22, 8:46:56 am,C,36.543
18/3/22, 8:47:01 am,C,36.543
18/3/22, 8:47:06 am,C,36.543
18/3/22, 8:47:11 am,C,36.543
18/3/22, 8:47:16 am,C,36.543
18/3/22, 8:47:21 am,C,36.48
18/3/22, 8:47:26 am,C,36.48
18/3/22, 8:47:31 am,C,36.48
18/3/22, 8:47:36 am,C,36.48
18/3/22, 8:47:41 am,C,36.48
18/3/22, 8:47:46 am,C,36.48
18/3/22, 8:47:51 am,C,36.48
18/3/22, 8:47:56 am,C,36.48
18/3/22, 8:48:01 am,C,36.48
18/3/22, 8:48:06 am,C,36.418
18/3/22, 8:48:11 am,C,36.418
18/3/22, 8:48:16 am,C,36.418
18/3/22, 8:48:21 am,C,36.418
18/3/22, 8:48:26 am,C,36.418
18/3/22, 8:48:31 am,C,36.418
18/3/22, 8:48:36 am,C,36.418
18/3/22, 8:48:41 am,C,36.418
18/3/22, 8:48:46 am,C,36.418
18/3/22, 8:48:51 am,C,36.418
18/3/22, 8:48:56 am,C,36.418
18/3/22, 8:49:01 am,C,36.418
18/3/22, 8:49:06 am,C,36.418
18/3/22, 8:49:11 am,C,36.418
18/3/22, 8:49:16 am,C,36.418
18/3/22, 8:49:21 am,C,36.418
18/3/22, 8:49:26 am,C,36.418
18/3/22, 8:49:31 am,C,36.418
18/3/22, 8:49:36 am,C,36.418
18/3/22, 8:49:41 am,C,36.418
18/3/22, 8:49:46 am,C,36.418
18/3/22, 8:49:51 am,C,36.418
18/3/22, 8:49:56 am,C,36.418
18/3/22, 8:50:01 am,C,36.356
18/3/22, 8:50:06 am,C,36.356
18/3/22, 8:50:11 am,C,36.356
18/3/22, 8:50:16 am,C,36.356
18/3/22, 8:50:21 am,C,36.356
18/3/22, 8:50:26 am,C,36.356
18/3/22, 8:50:31 am,C,36.356
18/3/22, 8:50:36 am,C,36.356
18/3/22, 8:50:41 am,C,36.356
18/3/22, 8:50:46 am,C,36.356
18/3/22, 8:50:51 am,C,36.356
18/3/22, 8:50:56 am,C,36.356
18/3/22, 8:51:01 am,C,36.356
18/3/22, 8:51:06 am,C,36.356
18/3/22, 8:51:11 am,C,36.293
18/3/22, 8:51:16 am,C,36.293
18/3/22, 8:51:21 am,C,36.293
18/3/22, 8:51:26 am,C,36.293
18/3/22, 8:51:31 am,C,36.293
18/3/22, 8:51:36 am,C,36.293
18/3/22, 8:51:41 am,C,36.293
18/3/22, 8:51:46 am,C,36.293
18/3/22, 8:51:51 am,C,36.231
18/3/22, 8:51:56 am,C,36.231
18/3/22, 8:52:01 am,C,36.231
18/3/22, 8:52:06 am,C,36.231
18/3/22, 8:52:11 am,C,36.231
18/3/22, 8:52:16 am,C,36.231
18/3/22, 8:52:21 am,C,36.231
18/3/22, 8:52:26 am,C,36.231
18/3/22, 8:52:31 am,C,36.231
18/3/22, 8:52:36 am,C,36.231
18/3/22, 8:52:41 am,C,36.231
18/3/22, 8:52:46 am,C,36.168
18/3/22, 8:52:51 am,C,36.168
